image_id,edit_id,seed,family,outlier_type,reason,changed_pixel_ratio,mask_area_ratio,visible_change_ratio,connected_components,largest_component_ratio_lower_bound,image_level_changed_pixel_ratio,image_level_largest_component_ratio
466,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.05056640625,0.05021728515625,0.5933650656281552,199,0.0002523481666143216,0.1766943359375,0.1699267578125
467,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00673095703125,0.00669677734375,0.37944390648775767,71,9.43208076584507e-05,0.03480712890625,0.02725830078125
467,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.02282470703125,0.02252685546875,0.29781808792201925,41,0.0005494354992378049,0.03480712890625,0.02725830078125
468,seed42_edit02,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00490478515625,0.004833984375,0.39655517724814743,48,0.00010070800781250001,0.0720263671875,0.05636962890625
469,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.02388916015625,0.02388916015625,0.252796651768414,425,5.620978860294117e-05,0.11905029296875,0.11372802734375
470,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.004169921875,0.0040576171875,0.2896984486665505,75,5.4101562500000005e-05,0.00887939453125,0.002861328125
476,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00142578125,0.00141845703125,0.24681393372982158,56,2.532958984375e-05,0.0022509765625,0.00076904296875
478,seed42_edit00,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.0003125,0.0003125,0.08969866853538892,3,0.00010416666666666667,0.001796875,0.0007275390625
478,seed42_edit02,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.0001220703125,0.0001220703125,0.011803588290840416,18,6.781684027777777e-06,0.001796875,0.0007275390625
481,seed42_edit01,42,B_diffuse_texture,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.157626953125,0.152255859375,0.9499756275895687,21,0.007250279017857143,0.287353515625,0.16097412109375
483,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0426416015625,0.04247314453125,0.5079267758605588,122,0.0003481405289446721,0.172646484375,0.1707080078125
485,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.067744140625,0.066767578125,0.7632283991962492,65,0.0010271935096153846,0.090126953125,0.07526611328125
