seed,image_stem,changed_pixel_count,changed_pixel_ratio,connected_components,largest_component_area,largest_component_ratio
0,480,4859,0.01186279296875,31,4816,0.0117578125
0,481,2670,0.0065185546875,109,1244,0.003037109375
0,482,3098,0.0075634765625,25,2273,0.00554931640625
0,483,63581,0.15522705078125,135,63298,0.1545361328125
0,485,49629,0.12116455078125,160,48757,0.11903564453125
0,486,69160,0.16884765625,224,61076,0.149111328125
0,487,44512,0.108671875,91,42236,0.103115234375
0,488,66780,0.163037109375,129,66543,0.16245849609375
0,489,1661,0.00405517578125,11,599,0.00146240234375
0,49,1438,0.0035107421875,59,1329,0.00324462890625
0,492,70177,0.17133056640625,272,41775,0.10198974609375
0,494,64176,0.1566796875,547,41376,0.101015625
0,495,15018,0.0366650390625,93,13045,0.03184814453125
0,497,20668,0.050458984375,55,19685,0.04805908203125
0,498,65607,0.16017333984375,202,63569,0.15519775390625
0,499,7831,0.01911865234375,74,4967,0.01212646484375
0,50,4497,0.01097900390625,220,3520,0.00859375
0,501,10954,0.0267431640625,229,9653,0.02356689453125
0,503,71737,0.17513916015625,87,71594,0.1747900390625
0,505,662,0.0016162109375,4,659,0.00160888671875
0,508,28849,0.07043212890625,226,27076,0.066103515625
0,510,529,0.00129150390625,17,508,0.001240234375
0,512,50458,0.1231884765625,63,50343,0.12290771484375
0,513,86406,0.2109521484375,340,83289,0.20334228515625
0,514,41694,0.1017919921875,145,36758,0.0897412109375
0,518,1405,0.00343017578125,28,1357,0.00331298828125
0,52,4643,0.01133544921875,607,2196,0.005361328125
0,520,6382,0.0155810546875,40,5875,0.01434326171875
0,524,58793,0.14353759765625,280,47024,0.1148046875
0,526,13432,0.03279296875,227,9272,0.02263671875
0,528,129568,0.316328125,263,128282,0.3131884765625
0,529,5248,0.0128125,67,5072,0.0123828125
0,53,87498,0.2136181640625,416,60909,0.14870361328125
0,530,32860,0.080224609375,358,31087,0.07589599609375
0,531,126071,0.30779052734375,281,125384,0.30611328125
0,532,104605,0.25538330078125,258,71049,0.17345947265625
0,533,40422,0.0986865234375,65,40308,0.098408203125
0,534,91040,0.222265625,138,69320,0.16923828125
0,536,1701,0.00415283203125,35,1639,0.00400146484375
0,537,2994,0.0073095703125,128,1192,0.00291015625
0,54,89316,0.218056640625,220,87830,0.2144287109375
0,541,20952,0.05115234375,84,19434,0.0474462890625
0,542,60726,0.1482568359375,107,58180,0.142041015625
0,544,64224,0.156796875,119,64004,0.156259765625
0,546,56751,0.13855224609375,198,54945,0.13414306640625
0,547,8281,0.02021728515625,63,7295,0.01781005859375
0,55,3323,0.00811279296875,666,1239,0.00302490234375
0,551,53490,0.1305908203125,14,52535,0.12825927734375
0,553,48170,0.1176025390625,145,47813,0.11673095703125
0,556,4267,0.01041748046875,3,4263,0.01040771484375
0,557,11205,0.02735595703125,12,11172,0.027275390625
0,558,22250,0.0543212890625,44,22141,0.05405517578125
0,559,85775,0.20941162109375,383,58548,0.142939453125
0,56,99613,0.24319580078125,292,60563,0.14785888671875
0,560,6459,0.01576904296875,101,5836,0.014248046875
0,562,2666,0.0065087890625,56,1298,0.0031689453125
0,563,3290,0.0080322265625,15,1234,0.0030126953125
0,567,36593,0.08933837890625,165,22781,0.05561767578125
0,569,628,0.001533203125,21,513,0.00125244140625
0,57,67733,0.16536376953125,168,67407,0.16456787109375
0,570,60677,0.14813720703125,46,60600,0.14794921875
0,572,815,0.00198974609375,18,773,0.00188720703125
0,573,21144,0.05162109375,171,12637,0.03085205078125
0,578,4200,0.01025390625,101,1121,0.00273681640625
0,579,27931,0.06819091796875,38,27787,0.06783935546875
0,58,2580,0.006298828125,154,1165,0.00284423828125
0,580,7599,0.01855224609375,185,2654,0.0064794921875
0,582,3768,0.00919921875,76,3558,0.0086865234375
0,583,4097,0.01000244140625,103,2282,0.0055712890625
0,584,5093,0.01243408203125,12,3223,0.00786865234375
0,585,5821,0.01421142578125,8,4935,0.01204833984375
0,586,11422,0.0278857421875,96,5757,0.01405517578125
0,588,12986,0.0317041015625,118,10734,0.0262060546875
0,59,69614,0.1699560546875,374,63020,0.153857421875
0,590,53712,0.1311328125,18,52932,0.129228515625
0,591,953,0.00232666015625,6,942,0.0022998046875
0,593,26270,0.0641357421875,459,22741,0.05552001953125
0,594,4063,0.00991943359375,25,3222,0.0078662109375
0,6,7926,0.0193505859375,113,6615,0.01614990234375
0,602,820,0.002001953125,11,798,0.0019482421875
0,604,84598,0.2065380859375,318,70062,0.1710498046875
0,606,409,0.00099853515625,3,407,0.00099365234375
0,608,1598,0.0039013671875,25,1284,0.003134765625
0,610,23200,0.056640625,90,22739,0.05551513671875
0,612,66302,0.1618701171875,90,66115,0.16141357421875
0,613,35040,0.085546875,4,34598,0.0844677734375
0,615,68974,0.1683935546875,50,59658,0.1456494140625
0,616,1203,0.00293701171875,4,1199,0.00292724609375
0,617,5839,0.01425537109375,36,4491,0.01096435546875
0,618,5958,0.0145458984375,103,3315,0.00809326171875
0,619,54883,0.13399169921875,21,54834,0.1338720703125
0,620,1380,0.003369140625,13,800,0.001953125
0,621,200,0.00048828125,13,171,0.00041748046875
0,622,30493,0.07444580078125,126,16277,0.03973876953125
0,623,30780,0.075146484375,115,30540,0.074560546875
0,624,30533,0.07454345703125,26,29795,0.07274169921875
0,626,78661,0.19204345703125,271,57925,0.14141845703125
0,627,2603,0.00635498046875,41,1282,0.0031298828125
0,628,22455,0.05482177734375,22,21983,0.05366943359375
0,63,731,0.00178466796875,148,410,0.0010009765625
0,630,58454,0.1427099609375,51,47533,0.11604736328125
0,631,6930,0.0169189453125,5,6128,0.0149609375
0,632,389,0.00094970703125,1,389,0.00094970703125
0,633,8175,0.01995849609375,36,3917,0.00956298828125
0,634,32776,0.08001953125,16,32632,0.07966796875
0,636,64439,0.15732177734375,163,62348,0.152216796875
0,637,6476,0.015810546875,91,3651,0.00891357421875
0,638,6049,0.01476806640625,133,5117,0.01249267578125
0,639,5032,0.01228515625,245,1682,0.0041064453125
0,64,26145,0.06383056640625,270,23806,0.0581201171875
0,640,34983,0.08540771484375,108,30668,0.074873046875
0,641,25126,0.0613427734375,310,15478,0.0377880859375
0,642,41568,0.101484375,247,39863,0.09732177734375
0,645,67589,0.16501220703125,252,62872,0.15349609375
0,65,16445,0.04014892578125,208,15941,0.03891845703125
0,650,60015,0.14652099609375,118,58999,0.14404052734375
0,652,17437,0.04257080078125,81,10214,0.0249365234375
0,653,38855,0.09486083984375,78,37927,0.09259521484375
0,654,2381,0.00581298828125,121,1200,0.0029296875
0,655,2133,0.00520751953125,16,1279,0.00312255859375
0,656,116000,0.283203125,135,115326,0.2815576171875
0,658,436,0.001064453125,49,234,0.0005712890625
0,659,39663,0.09683349609375,109,38925,0.09503173828125
0,66,3661,0.00893798828125,188,1348,0.003291015625
0,661,70013,0.17093017578125,157,51156,0.124892578125
0,663,29195,0.07127685546875,46,29113,0.07107666015625
0,665,22359,0.05458740234375,109,21415,0.05228271484375
0,666,70892,0.173076171875,160,70505,0.17213134765625
0,667,5628,0.013740234375,41,4882,0.0119189453125
0,67,9775,0.02386474609375,390,6148,0.015009765625
0,670,45906,0.1120751953125,137,43459,0.10610107421875
0,672,42583,0.10396240234375,83,42437,0.10360595703125
0,674,88385,0.21578369140625,204,87764,0.214267578125
0,675,5243,0.01280029296875,11,5227,0.01276123046875
0,676,76211,0.18606201171875,256,63294,0.1545263671875
0,678,26137,0.06381103515625,238,22619,0.05522216796875
0,679,26678,0.0651318359375,201,24403,0.05957763671875
0,68,73200,0.1787109375,431,37813,0.09231689453125
0,682,54077,0.13202392578125,455,41392,0.1010546875
0,683,55394,0.1352392578125,86,51807,0.12648193359375
0,685,964,0.002353515625,10,937,0.00228759765625
0,688,1185,0.00289306640625,18,1158,0.0028271484375
0,689,5624,0.01373046875,42,5552,0.0135546875
0,69,2428,0.005927734375,61,2290,0.0055908203125
0,690,1200,0.0029296875,158,479,0.00116943359375
0,694,14729,0.03595947265625,172,13017,0.03177978515625
0,695,5851,0.01428466796875,227,1996,0.004873046875
0,696,64425,0.15728759765625,106,55349,0.13512939453125
0,697,3093,0.00755126953125,62,2239,0.00546630859375
0,698,68796,0.167958984375,334,47411,0.11574951171875
0,699,1090,0.0026611328125,1,1090,0.0026611328125
0,7,31333,0.07649658203125,278,29248,0.07140625
0,701,113572,0.277275390625,172,113211,0.27639404296875
0,702,62261,0.15200439453125,303,42129,0.10285400390625
0,705,39924,0.097470703125,56,39839,0.09726318359375
0,707,20234,0.0493994140625,279,15982,0.0390185546875
0,708,1435,0.00350341796875,9,741,0.00180908203125
0,71,954,0.0023291015625,133,638,0.0015576171875
0,710,20526,0.0501123046875,156,18394,0.0449072265625
0,711,120872,0.29509765625,264,113399,0.27685302734375
0,712,15574,0.0380224609375,408,11605,0.02833251953125
0,714,507,0.00123779296875,10,490,0.0011962890625
0,715,2573,0.00628173828125,74,967,0.00236083984375
0,716,18276,0.044619140625,211,14094,0.0344091796875
0,717,48736,0.118984375,42,48628,0.118720703125
0,719,35329,0.08625244140625,76,33775,0.08245849609375
0,72,4112,0.0100390625,780,1283,0.00313232421875
0,721,46842,0.1143603515625,214,40496,0.0988671875
0,724,78275,0.19110107421875,218,76900,0.187744140625
0,726,6808,0.01662109375,285,3743,0.00913818359375
0,727,80286,0.1960107421875,114,78879,0.19257568359375
0,728,22315,0.05447998046875,372,17918,0.0437451171875
0,73,49394,0.1205908203125,211,46859,0.11440185546875
0,731,28360,0.06923828125,160,23954,0.0584814453125
0,732,58326,0.1423974609375,603,43021,0.10503173828125
0,733,9535,0.02327880859375,188,5923,0.01446044921875
0,734,9699,0.02367919921875,135,9104,0.0222265625
0,735,107372,0.262138671875,310,106569,0.26017822265625
0,737,12788,0.031220703125,64,11766,0.0287255859375
0,740,5228,0.012763671875,22,4708,0.011494140625
0,741,64805,0.15821533203125,76,64583,0.15767333984375
0,742,54451,0.13293701171875,100,54258,0.1324658203125
0,744,32808,0.08009765625,141,21750,0.0531005859375
0,745,14053,0.03430908203125,188,11528,0.02814453125
0,746,11528,0.02814453125,107,9059,0.02211669921875
0,747,3379,0.00824951171875,73,1047,0.00255615234375
0,748,1259,0.00307373046875,1,1259,0.00307373046875
0,75,5698,0.0139111328125,162,5282,0.0128955078125
0,751,10987,0.02682373046875,124,10109,0.02468017578125
0,754,7146,0.0174462890625,31,7076,0.017275390625
0,755,1996,0.004873046875,12,811,0.00197998046875
0,756,52021,0.12700439453125,176,49561,0.12099853515625
0,758,166,0.0004052734375,71,12,2.9296875e-05
0,76,17319,0.04228271484375,221,14391,0.03513427734375
0,760,448,0.00109375,133,24,5.859375e-05
0,761,71080,0.17353515625,41,70171,0.17131591796875
0,762,9029,0.02204345703125,34,4557,0.01112548828125
0,763,1307,0.00319091796875,9,1295,0.00316162109375
0,764,54170,0.1322509765625,128,53892,0.131572265625
0,765,17194,0.0419775390625,21,16782,0.0409716796875
0,766,19397,0.04735595703125,62,18343,0.04478271484375
0,769,18572,0.045341796875,391,6479,0.01581787109375
